Gender,Height
Male,73.847017017515
Male,68.7819040458903
Male,74.1101053917849
Male,71.7309784033377
Male,69.8817958611153
Male,67.2530156878065
Male,68.7850812516616
Male,68.3485155115879
Male,67.018949662883
Male,63.4564939783664
Male,71.1953822829745
Male,71.6408051192206
Male,64.7663291334055
Male,69.2830700967204
Male,69.2437322298112
Male,67.6456197004212
Male,72.4183166259878
Male,63.974325721061
Male,69.6400598997523
Male,67.9360048540095
Male,67.9150501938206
Male,69.4394398680395
Male,66.1491319608781
Male,75.2059736142212
Male,67.8931963386043
Male,68.1440327982008
Male,69.0896314289256
Male,72.8008435165003
Male,67.4212422817167
Male,68.4964153568827
Male,68.6181105502058
Male,74.0338076216678
Male,71.5282160355709
Male,69.1801610995692
Male,69.577202365402
Male,70.4009288884762
Male,69.0761711675356
Male,67.1935232827228
Male,65.8073156549306
Male,64.3041878915595
Male,67.9743362271967
Male,72.1894259592134
Male,65.2703455240394
Male,66.0901773762725
Male,67.5103215157138
Male,70.1047862551571
Male,68.2518364408672
Male,72.1727091157973
Male,69.1798576188774
Male,72.870360147235
Male,64.7825829779871
Male,70.1835498874837
Male,68.4914502529394
Male,67.3308308810162
Male,66.9909440825232
Male,66.4995499002499
Male,68.3530566463988
Male,70.7744590703974
Male,71.2159236694709
Male,70.0133653490674
Male,71.4031822207589
Male,69.5520050948319
Male,73.8185345577699
Male,66.99688275225
Male,71.4184658930907
Male,65.2793002090043
Male,68.2741914742284
Male,72.7653699463424
Male,68.0993798003468
Male,68.8967060721692
Male,69.2895099633052
Male,70.5232245234565
Male,69.6637252265179
Male,67.5952688079157
Male,72.5081203801037
Male,71.2529856038086
Male,71.8091868893668
Male,72.2451654792519
Male,66.5126276609347
Male,66.0290340048182
Male,67.577153942735
Male,68.2465686016242
Male,73.8261270026308
Male,69.8024643604904
Male,65.9595777848988
Male,71.0790175757451
Male,66.5961965372077
Male,68.9515350928246
Male,68.2444617923064
Male,72.3168251228452
Male,71.8154204495308
Male,65.2370495188386
Male,70.6405300907292
Male,64.731925597255
Male,67.1035511824075
Male,65.1174848880457
Male,71.7012340230177
Male,66.8328782059274
Male,66.4712752615182
Male,69.4115262206039
Male,70.0521774745245
Male,66.7436046519631
Male,66.2743291154144
Male,68.328447992915
Male,70.0758881952341
Male,68.7329881487344
Male,67.556051261876
Male,66.2536325347937
Male,69.1822026805756
Male,67.6091049416397
Male,69.2927380218867
Male,68.1906840077038
Male,71.6070857988906
Male,69.1968575103315
Male,67.2619609790619
Male,73.6851933999998
Male,69.5372150072948
Male,68.3115598414683
Male,67.7389634664393
Male,71.7057626011001
Male,63.6322646037867
Male,68.7211984556865
Male,66.9493416501869
Male,62.7069897353164
Male,72.2584089235993
Male,70.9086530626676
Male,67.609843601682
Male,70.8015589556942
Male,69.3047690450735
Male,66.2428983411553
Male,67.4921929772739
Male,65.8062482913584
Male,71.4437056615428
Male,68.4644058223141
Male,63.98792460498
Male,71.0018976858456
Male,68.1397241925525
Male,68.395400248121
Male,68.0962197450165
Male,68.1405903559209
Male,68.8600903087433
Male,66.1488525422307
Male,66.2060320529589
Male,67.4321202146878
Male,69.471106031247
Male,70.5158596943462
Male,71.3383760399558
Male,71.0019447673538
Male,66.202347706273
Male,72.5433070453887
Male,67.4793517580411
Male,65.3504105558103
Male,70.8440624208882
Male,69.9384752593112
Male,64.7398154829922
Male,69.3084028803936
Male,68.8384628598724
